user,tweets,favorites
kapital0721,@BatsaikhanBSU Чухал шийдвэрүүдээс яаж бөөрөнхийлж зугтааж байсан жишээ/нотолгоо байна уу? Хүүк шиг цар тахлын үед ЕСайд байхдаа ажлаа хаяж зугтсан шиг ч юм уу...,7
Oeo44687944,"@bolodm 1.Энхбат бол гоё үзэмжтэй дёсэрт  ,       2.ХҮҮК БОЛ БЭЛЭН ГОЙМОН  шартсан   үёдээ л   хүсэмжилдэг    /үнэ хямд  эрүүл мэдэд хортой./...   3.  ЭРДЭНЭ бол  хүн болгон муулдаг ч уйддаггүй  лапша .../ амин дэмээр баялаг/...",7
Odbayar1206,"Хүүк, Женкогийн ""Пакистан"" соошл баг 1100 angry дарж нтр 😅 https://t.co/4KlLadFHa9",7
UJ_P,"Монгол одоо хүртэл Мэнгэт, Самарсайхан, Анандбузраасаа ч салж чадаагүй бна. Хүүк гарвал хэдэн үеийн дарлал, дарангуйлалруу явна. Ил тод ийм аймаар өвчтэй, шуналтай хүн яагаад ч сонгож болохгүй! bye ардчилал болно шүү! https://t.co/zC1aSscAUR",7
StarUndrakh,Хүүк чинь өрөвдүүлэх тактик хэрэглэх гээд бас бүдэрч яваа харагдах ём даа 😂😂😂 ПР-чид хэлээчээ 🤪🤪 https://t.co/PLToVk1Nwt,7
buyanabati,"Хөдөөнийхөн нуль Хүүк бн лээ 
Ганц  таньдаг нь л тэр бз :Ъ 
Яахудээ хэдүүлээ лалрын амьдрал  туулах нь үнэн л юм чн",7
inga_a_a,"Хүүк ер нь удахгүй юу хийхжаагааг Путинг жаахан гүүглдээд хараад авчихад болохоор байна дөө. Шударга бусын хонгил, дарангуйлал руу л явах байх даа бүх юмыг нь дуурайдымчч. #NoHook https://t.co/WFQTRDJnLX",7
Sandagsuren6,@TovuuBold @baldanjaw Эрдэнийг Хүүк захиалсан. Жолоог нь Элбэгдорж залж байгаа. Эби Эрдэнэ Батүүл нар АН ийг зарж идэж шороотой нь хутгаж ялгүй үлдэж баярлан дэвхцэж бна.,7
uHurelsukh,"Хүүк нэг удаа Хэнтийн Батноров суманд явж байгаад могойд хатгуулжээ.
5 хоног аймшигт өвдөлт амссаны эцэст могой үхсэн гэдэг.

#ардынХүү",7
BJarantai,"Янагшил хэтрэхээрээ яадгийг Хүүк, Жэнко хоёр харуулсан. Удаах янаг Энкуяртайгаа хэр удаж, хэрхэн тэсрэх бол гэхээс... https://t.co/OoDCGlD5LA",7
Wikibilig,"@lbattuvshin Энкуяр мориноос унаад л мордохын хазгай болсон доо. 
Хүүк мотоциклээс унаад л мордохын хазгай боллоо доо.",7
ZulkhanHongor,"Энэ ү/а-г Женко Хүүк 2 хамтарч хийсэн нь тод боллоо доо!!!
Даан ч тийм бхаа 2020 сонгуулийн дүн нь МАН+Женко гэсэн хүмүүс бгаад бсынмаа тэгээд бие даагч Н.Алтанхуяг нтр гээд та нар эргээд нэг боддоо!!!
2012-2018 онд хар машины хугацаа дуссан update хийхдээ... WTF🤬🤬🤬 Зайл2 https://t.co/hnR75TYGIe",6
duuren12,"@GZulaaa Энхбат нь таалагддаг. Энэ 2 нам ялагдаад шинэчлэгдээсэй, хүүк оюук эд нар бол яг үнэндээ чадахгүй л байгаа шүү дээ, самараа сумтай энэ тэр бол бүр гамшиг кк",6
munkhtsogt,Хүүк чинь улс орноо яаж хөгжүүлэх талаар боддоггүй юм биш үү? Яаж гоё зургаа даруулах уу гэж л..,6
Erhrights,Хүүк д Маршал цол олгоё,6
hariad_uyanga,"Сонирхолтой нь, яг трамп хилари хоёрын улс төрийн тэмцэлдээнд ашигласан moralistic мяалалт яваад бга нь тун сонирхолтой. 

Хүүк яг хараат бус улс төрч мөн үү гэж бодогдох.",6
hajaa76,Хүүк улсаас луйвардсан мөнгөө хаяах тусам ард түмний зэвүүцлийг хүргэж байна https://t.co/9UQpMgogs3,6
erdenebatar,Энэ цаг үеийн сэтгэлд хоногшсон хамгийн сайн жүжигчин гэвэл одоогоор шударга ёсны төлөө ясаа цайтал тэмцэж байгаа. Хүүк л байна даа. https://t.co/TPNeXdDPF1,6
amarsanaa,Уучлаарай ХҮН ба жАН-ыхаан 😁 танай нэр дэвшигчийг илжигтэй зүйрлэж байгаа нь тэнэг гэсэндээ бишшүү 🙄 яг одоогийн нөхцөл байдалд энэ их ойртохоор зураглал байсан шүү. Тэмээ нь мэдээж Хүүк илжиг нь Энхбат 😝 https://t.co/aSci746Gfo,6
best1aim,@MunkhchuluunS Одоо бол Энхбат гэдэг хүн л бн. Хэрэв Хүүк гарах юм бол МАН ёстой хяналтгүй болно шүү дээ. Өөр намын хүн гарч байж хяналттай бна. Энэ 2 хүний хувьд бол Энхбат гуайг дэмжинэ ээ. Хийсэн юм нь нүдэнд ил. Одоо бид энд чатлаад бгаа нь бас л энэ хүний гавьяа юм даа.,6
O_Enkhtaivan,"Энэ сонгууль угаасаа 2 шаттай сонгууль болох байх. Аль нэр дэвшигч 50+1 болж чадахгүй. 

1-раунд Хүүк 45%, Энкат 40%, Эрдэнэ 15%. 

2-р раунд Энкат 51%-55% орчим, Хүүк 45%-49% 
(барагцаагаар)",6
doogii_jr,"Хүүк 53-тай гэхэд бие хаа бол зэгзгэр байна өө

Эхнэрээ өвгөн шиг үнэрлэдэг юм байна🤣🤣🤣",6
Aldar51,"Хүүк хулгайчийн анхны цуутай гэмт хэрэгбол Казиногийн 14 тэрбумын хэрэг, энэ хэрэг МАСЗХ гэх бөгс долоогчдын гэмт хэрэг мэдээж нэг нь хэргээ үүрч ял авсан
үүнээс хойш хийсэн хэргүүд нь илрэхгүй явсаар ЖДҮ хулгайчдын бас нэг хэрэг нэмэгдсэн
илрээгүй л болохоос биш тэр хулгайч",6
t_gotov,@GZulaaa @Orgil0723 Хүүк юу хийсэн юм болдоо гайхаад учрын олдоггүй юм,6
amarsanaa,"Хэсэг хүнтэй уулзлаа ярилаа тандалт хийлээ. Хүүк 60, Эрдэнэ 15, Энхбат 15, цагаан 10 юм байна",6
hulgee85,@Mendee1111 Энэ чинь одоо Хүүк маань уу даа? 🤔,6
enkhorg41217149,"@BatsaikhanBSU файзер модерна зэрэг чанартай вакцинуудыг хангалттай хэмжээгээр оруулж ирэх хугацаа, мөнгө санхүү бүгд байсан.Бүр олон улсын байгууллага хүртэл  тэр мөнгийг бидэнд бэлдэж өгсөн гэтэл яав юу болов??? Хүүк намынхантайгаа нийлээд бүгдийг нь цуцлаад гударчихсан.",6
OyunchimegAyur,"@Onon3000 @batengineer Ард түмэнг бол Хүүк дагуулчихаад бна уу, 🤔? Юугаараа? 
Бяцхаан эргэн санахад л олигтой баг ч үгүй, гүйцэтгэл 0 хүн гэдэг нь Ковидтой тэмцсэн түүхээс маш тодорхой харагддаг даа. Даанч ..,    загасны ой санамжтай гээд байгаа биз монголчууд? Харж дээ, 😩.",6
burmaa999,"@Batka_ Энхбат гуайг дэмжиж бгаа юм шиг царайлаад бусдыг мэдлэггүй, боловсролгүй моя, хүүк гэж доромжлох бдлаар эсвэл эсрэгээр нь бид нарыг өөр хүн дэмжсний төлөө боловсролгүй тэнэг гд Энхбатын дэмжигчид муулаад доромжлоод бна гэх бдлаар масст нөлөөлөх пи-арын чиглэл авсан жиргээ их бноо",6
Zandanbat5,"@sogoomn Хүүк шиг замын дундаас хаяаад явчихгүй туууштай л гэж бодож байна даа. Одоо хийрхэлээр сүржигнэдэггүй, булчингийн бяраар барддаггүй, урьд өмнө ардчилал авч ирсэн гаьъяагаар түрүү барьдаггүй боловсрол мэдлэгтэй хүн сонгоё гээд байгаа юм л даа.",5
ch_demberel,Хүүк өөрийнхөө рейтингийг их өндөрт байгаа гэж бодсон чинь ... 👇😂‼️ https://t.co/7fXArv60x8,5
hajaa76,"Хүүк улсаас луйвардсан мөнгөө хаяах тусам ард түмний зэвүүцлийг хүргэж байна. 
5.1 их наяадын тайлан байхгүй л байна. Шилэн Цогоо чи хаа байна https://t.co/PDPY7aBdoq",5
Aldar51,Хүүк еөкөөр сонгогдвол дандаг тэргүүн жиргээч болох бх,5
aaya_so,"Хүнтэй л үзээд бхын, ганц жэнко, хүүк, ниамка...-д базуулсан, дээрэлхүүлсэн, зодуулсан гээд л уйлагнах, үсээ зулгаах🤔 тийм л идэвх, чадвар, ухаантай юм бол наад ""ганц"" уудтай биш, ""ганцууд"" гаргаад бгаа системээ янзлаач.. ганц ч ""ганц"" бүтэн🇲🇳оор нь ""зодох"" боломжгүй болгооч😜",5
TovuuBold,"хүүк: Би путлер даргыгаа дуурайх дуртай.
#NoHook https://t.co/8P0uclS7Qk",5
batbaajii,"@110Orgio Баяраас Хүүк, Оюук 2 шээсээ савиртал айж байгаа 😂",5
